Full_Date,Month,Day,Year,Week Number,Day of Week,Day.1,Count,Holiday Name,temp,precip,snow,windspeed,Holiday Observed
2018-12-09,12,9,2018,50,1,Sun,2,,23.6,0.0,0.0,9.0,
2018-12-10,12,10,2018,50,2,Mon,2,,25.0,0.0,0.0,9.1,
2018-12-11,12,11,2018,50,3,Tue,2,,23.6,0.0,0.0,16.0,
2018-12-12,12,12,2018,50,4,Wed,2,,28.9,0.0,0.15,12.6,
2018-12-13,12,13,2018,50,5,Thu,2,,33.5,0.01,0.26,10.3,
2018-12-14,12,14,2018,50,6,Fri,2,,38.1,0.0,0.16,14.9,
2018-12-15,12,15,2018,50,7,Sat,3,,38.3,0.0,0.0,10.3,
2018-12-16,12,16,2018,51,1,Sun,3,,35.6,0.05,0.0,11.1,
2018-12-17,12,17,2018,51,2,Mon,3,,31.1,0.0,0.0,22.8,
2018-12-18,12,18,2018,51,3,Tue,3,,26.5,0.0,0.0,15.6,
2018-12-19,12,19,2018,51,4,Wed,3,,28.6,0.0,0.0,10.2,
2018-12-20,12,20,2018,51,5,Thu,3,,37.6,0.37,0.0,12.6,
2018-12-21,12,21,2018,51,6,Fri,3,,41.1,0.66,0.25,13.8,
2018-12-22,12,22,2018,51,7,Sat,4,,28.5,0.0,0.53,23.9,
2018-12-23,12,23,2018,52,1,Sun,4,,30.3,0.0,0.25,10.2,
2018-12-24,12,24,2018,52,2,Mon,4,,28.8,0.01,1.69,20.6,
2018-12-25,12,25,2018,52,3,Tue,4,Christmas Day,26.8,0.0,0.6,10.3,
2018-12-26,12,26,2018,52,4,Wed,4,,30.4,0.0,0.0,14.7,
2018-12-27,12,27,2018,52,5,Thu,4,,35.3,0.0,1.32,17.2,
2018-12-28,12,28,2018,52,6,Fri,4,,46.4,0.16,0.25,21.8,
2018-12-29,12,29,2018,52,7,Sat,5,,29.3,0.0,0.64,22.7,
2018-12-30,12,30,2018,53,1,Sun,5,,29.0,0.01,0.3,13.7,
2018-12-31,12,31,2018,53,2,Mon,5,,34.8,0.72,0.0,15.2,
2019-01-01,1,1,2019,1,3,Tue,1,New Year’s Day,35.6,0.34,0.0,27.6,
2019-01-02,1,2,2019,1,4,Wed,1,,29.3,0.0,0.74,8.2,
2019-01-03,1,3,2019,1,5,Thu,1,,29.1,0.01,0.44,22.7,
2019-01-04,1,4,2019,1,6,Fri,1,,32.8,0.0,0.97,12.8,
2019-01-05,1,5,2019,1,7,Sat,1,,32.3,0.0,0.0,11.5,
2019-01-06,1,6,2019,2,1,Sun,1,,32.1,0.0,0.0,17.1,
2019-01-07,1,7,2019,2,2,Mon,1,,26.8,0.04,0.0,23.3,
2019-01-08,1,8,2019,2,3,Tue,2,,39.9,1.52,1.03,15.9,
2019-01-09,1,9,2019,2,4,Wed,2,,26.1,0.02,4.88,25.0,
2019-01-10,1,10,2019,2,5,Thu,2,,19.2,0.01,2.74,20.8,
2019-01-11,1,11,2019,2,6,Fri,2,,16.0,0.0,0.0,13.8,
2019-01-12,1,12,2019,2,7,Sat,2,,18.5,0.0,0.0,10.3,
2019-01-13,1,13,2019,3,1,Sun,2,,19.9,0.0,0.0,10.4,
2019-01-14,1,14,2019,3,2,Mon,2,,17.8,0.0,0.0,9.1,
2019-01-15,1,15,2019,3,3,Tue,3,,21.3,0.0,0.0,18.3,
2019-01-16,1,16,2019,3,4,Wed,3,,22.7,0.0,0.15,20.7,
2019-01-17,1,17,2019,3,5,Thu,3,,18.0,0.0,0.78,11.2,
2019-01-18,1,18,2019,3,6,Fri,3,Lee-Jackson Day,26.7,0.02,0.41,13.7,
2019-01-19,1,19,2019,3,7,Sat,3,,19.8,0.09,5.11,15.0,
2019-01-20,1,20,2019,4,1,Sun,3,,7.3,0.0,3.73,19.6,
2019-01-21,1,21,2019,4,2,Mon,3,Martin Luther King Jr. Day,1.9,0.0,0.4,19.6,
2019-01-22,1,22,2019,4,3,Tue,4,,14.5,0.0,0.0,18.1,
2019-01-23,1,23,2019,4,4,Wed,4,,36.8,1.08,0.0,17.5,
2019-01-24,1,24,2019,4,5,Thu,4,,28.7,0.37,0.12,17.2,
2019-01-25,1,25,2019,4,6,Fri,4,,14.8,0.0,0.08,26.0,
2019-01-26,1,26,2019,4,7,Sat,4,,13.2,0.0,2.29,14.9,
2019-01-27,1,27,2019,5,1,Sun,4,,18.5,0.0,1.55,21.8,
2019-01-28,1,28,2019,5,2,Mon,4,,16.9,0.0,0.11,17.3,
2019-01-29,1,29,2019,5,3,Tue,5,,19.7,0.0,0.0,19.5,
2019-01-30,1,30,2019,5,4,Wed,5,,-2.6,0.0,0.0,28.8,
2019-01-31,1,31,2019,5,5,Thu,5,,-4.0,0.0,1.64,17.3,
2019-02-01,2,1,2019,5,6,Fri,1,,2.5,0.0,0.0,7.1,
2019-02-02,2,2,2019,5,7,Sat,1,,22.2,0.0,0.0,18.2,
2019-02-03,2,3,2019,6,1,Sun,1,,41.6,0.0,0.16,18.2,
2019-02-04,2,4,2019,6,2,Mon,1,,49.3,0.0,0.0,18.4,
2019-02-05,2,5,2019,6,3,Tue,1,,37.9,0.03,2.29,13.9,
2019-02-06,2,6,2019,6,4,Wed,1,,39.2,0.61,0.0,10.2,
2019-02-07,2,7,2019,6,5,Thu,1,,44.3,0.25,0.02,12.8,
2019-02-08,2,8,2019,6,6,Fri,2,,25.2,0.04,0.69,33.1,
2019-02-09,2,9,2019,6,7,Sat,2,,11.7,0.0,0.44,17.1,
2019-02-10,2,10,2019,7,1,Sun,2,,16.1,0.0,0.37,7.0,
2019-02-11,2,11,2019,7,2,Mon,2,,26.4,0.0,0.27,12.8,
2019-02-12,2,12,2019,7,3,Tue,2,,30.6,0.47,0.75,20.7,
2019-02-13,2,13,2019,7,4,Wed,2,,23.1,0.0,2.48,27.6,
2019-02-14,2,14,2019,7,5,Thu,2,,29.9,0.0,1.1,17.2,
2019-02-15,2,15,2019,7,6,Fri,3,,33.6,0.02,1.65,27.6,
2019-02-16,2,16,2019,7,7,Sat,3,,20.9,0.0,1.58,13.9,
2019-02-17,2,17,2019,8,1,Sun,3,,22.1,0.07,0.81,12.7,
2019-02-18,2,18,2019,8,2,Mon,3,George Washington Day,19.3,0.03,0.65,14.8,
2019-02-19,2,19,2019,8,3,Tue,3,,14.2,0.0,0.1,10.1,
2019-02-20,2,20,2019,8,4,Wed,3,,24.7,0.14,0.0,18.3,
2019-02-21,2,21,2019,8,5,Thu,3,,33.2,0.05,0.31,25.0,
2019-02-22,2,22,2019,8,6,Fri,4,,28.7,0.0,2.76,8.0,
2019-02-23,2,23,2019,8,7,Sat,4,,32.0,0.03,0.0,18.0,
2019-02-24,2,24,2019,9,1,Sun,4,,34.8,0.32,3.1,30.0,
2019-02-25,2,25,2019,9,2,Mon,4,,18.6,0.0,2.1,33.2,
2019-02-26,2,26,2019,9,3,Tue,4,,15.3,0.0,0.37,12.7,
2019-02-27,2,27,2019,9,4,Wed,4,,18.8,0.17,1.23,13.7,
2019-02-28,2,28,2019,9,5,Thu,4,,18.5,0.0,0.65,10.2,
2019-03-01,3,1,2019,9,6,Fri,1,,25.6,0.0,0.0,7.0,
2019-03-02,3,2,2019,9,7,Sat,1,,27.8,0.0,0.0,13.9,Spring Break- College
2019-03-03,3,3,2019,10,1,Sun,1,,22.2,0.06,0.81,11.1,Spring Break- College
2019-03-04,3,4,2019,10,2,Mon,1,,13.7,0.0,0.52,17.3,Spring Break- College
2019-03-05,3,5,2019,10,3,Tue,1,,8.7,0.0,0.82,18.3,Spring Break- College
2019-03-06,3,6,2019,10,4,Wed,1,,9.2,0.0,0.65,20.6,Spring Break- College
2019-03-07,3,7,2019,10,5,Thu,1,,14.4,0.0,0.1,18.1,Spring Break- College
2019-03-08,3,8,2019,10,6,Fri,2,,18.0,0.0,0.0,10.2,Spring Break- College
2019-03-09,3,9,2019,10,7,Sat,2,,30.0,0.04,0.0,19.5,Spring Break- College
2019-03-10,3,10,2019,11,1,Sun,2,,36.8,0.59,0.0,32.0,Spring Break- College
2019-03-11,3,11,2019,11,2,Mon,2,,31.1,0.0,3.53,25.1,
2019-03-12,3,12,2019,11,3,Tue,2,,27.2,0.0,0.96,13.9,
2019-03-13,3,13,2019,11,4,Wed,2,,37.4,0.0,0.63,16.0,
2019-03-14,3,14,2019,11,5,Thu,2,,53.9,0.06,0.0,19.4,
2019-03-15,3,15,2019,11,6,Fri,3,,43.5,0.21,0.79,23.0,
2019-03-16,3,16,2019,11,7,Sat,3,,28.6,0.04,0.51,25.1,
2019-03-17,3,17,2019,12,1,Sun,3,,25.6,0.0,0.0,13.8,
2019-03-18,3,18,2019,12,2,Mon,3,,27.1,0.0,1.02,16.0,
2019-03-19,3,19,2019,12,3,Tue,3,,30.3,0.0,0.0,13.8,
2019-03-20,3,20,2019,12,4,Wed,3,,37.2,0.04,0.0,14.9,
2019-03-21,3,21,2019,12,5,Thu,3,,40.9,0.0,0.0,15.9,
2019-03-22,3,22,2019,12,6,Fri,4,,30.5,0.02,1.51,25.0,
2019-03-23,3,23,2019,12,7,Sat,4,,26.4,0.0,0.9,21.7,
2019-03-24,3,24,2019,13,1,Sun,4,,35.1,0.0,0.71,16.0,
2019-03-25,3,25,2019,13,2,Mon,4,,33.0,0.0,0.0,14.9,
2019-03-26,3,26,2019,13,3,Tue,4,,27.6,0.0,0.0,14.8,
2019-03-27,3,27,2019,13,4,Wed,4,,35.8,0.0,0.0,9.1,
2019-03-28,3,28,2019,13,5,Thu,4,,44.5,0.0,0.0,17.1,
2019-03-29,3,29,2019,13,6,Fri,5,,43.4,0.52,0.0,10.2,
2019-03-30,3,30,2019,13,7,Sat,5,,49.1,0.58,0.25,19.7,
2019-03-31,3,31,2019,14,1,Sun,5,,27.7,0.79,0.58,20.6,
2019-04-01,4,1,2019,14,2,Mon,1,,26.3,0.0,0.89,17.0,Spring Break- Public
2019-04-02,4,2,2019,14,3,Tue,1,,35.3,0.0,0.0,14.9,Spring Break- Public
2019-04-03,4,3,2019,14,4,Wed,1,,39.5,0.0,0.0,29.8,Spring Break- Public
2019-04-04,4,4,2019,14,5,Thu,1,,35.1,0.0,0.0,11.3,Spring Break- Public
2019-04-05,4,5,2019,14,6,Fri,1,,37.8,0.18,0.0,14.9,Spring Break- Public
2019-04-06,4,6,2019,14,7,Sat,1,,47.8,0.0,0.0,12.6,
2019-04-07,4,7,2019,15,1,Sun,1,,54.6,0.0,0.0,13.7,
2019-04-08,4,8,2019,15,2,Mon,2,,57.0,0.24,0.0,18.4,
2019-04-09,4,9,2019,15,3,Tue,2,,47.6,0.01,0.0,25.0,
2019-04-10,4,10,2019,15,4,Wed,2,,35.2,0.01,0.0,11.3,
2019-04-11,4,11,2019,15,5,Thu,2,,40.0,0.0,0.0,16.1,
2019-04-12,4,12,2019,15,6,Fri,2,,56.0,0.21,0.0,17.2,
2019-04-13,4,13,2019,15,7,Sat,2,,52.4,0.0,0.0,19.6,
2019-04-14,4,14,2019,16,1,Sun,2,,48.0,0.77,0.0,15.0,
2019-04-15,4,15,2019,16,2,Mon,3,,37.9,0.09,0.0,24.1,
2019-04-16,4,16,2019,16,3,Tue,3,,37.9,0.2,0.0,10.2,
2019-04-17,4,17,2019,16,4,Wed,3,,49.4,0.04,0.0,11.4,
2019-04-18,4,18,2019,16,5,Thu,3,,61.3,0.02,0.0,21.3,
2019-04-19,4,19,2019,16,6,Fri,3,,55.2,0.47,0.0,17.0,
2019-04-20,4,20,2019,16,7,Sat,3,,45.9,0.41,0.0,18.0,
2019-04-21,4,21,2019,17,1,Sun,3,Easter,45.0,0.0,0.0,9.3,
2019-04-22,4,22,2019,17,2,Mon,4,,51.6,0.0,0.0,8.1,
2019-04-23,4,23,2019,17,3,Tue,4,,53.6,0.09,0.0,29.4,
2019-04-24,4,24,2019,17,4,Wed,4,,43.6,0.0,0.0,17.1,
2019-04-25,4,25,2019,17,5,Thu,4,,49.3,0.09,0.0,10.3,
2019-04-26,4,26,2019,17,6,Fri,4,,49.3,0.71,0.0,21.9,
2019-04-27,4,27,2019,17,7,Sat,4,,36.5,0.0,0.0,22.9,
2019-04-28,4,28,2019,18,1,Sun,4,,38.4,0.09,0.0,15.9,
2019-04-29,4,29,2019,18,2,Mon,5,,41.6,0.1,0.0,18.2,
2019-04-30,4,30,2019,18,3,Tue,5,,44.9,0.0,0.0,13.7,
2019-05-01,5,1,2019,18,4,Wed,1,,60.3,0.13,0.0,22.7,
2019-05-02,5,2,2019,18,5,Thu,1,,59.8,0.35,0.0,10.2,
2019-05-03,5,3,2019,18,6,Fri,1,,58.2,0.38,0.0,10.2,
2019-05-04,5,4,2019,18,7,Sat,1,,49.0,0.03,0.0,10.2,
2019-05-05,5,5,2019,19,1,Sun,1,,52.7,0.0,0.0,11.3,
2019-05-06,5,6,2019,19,2,Mon,1,,56.5,0.0,0.0,12.8,
2019-05-07,5,7,2019,19,3,Tue,1,,50.2,0.03,0.0,11.2,
2019-05-08,5,8,2019,19,4,Wed,2,,50.8,0.0,0.0,17.2,
2019-05-09,5,9,2019,19,5,Thu,2,,60.9,0.04,0.0,20.7,
2019-05-10,5,10,2019,19,6,Fri,2,,54.3,0.68,0.0,16.1,Graduation- WM
2019-05-11,5,11,2019,19,7,Sat,2,,45.7,0.0,0.0,12.7,Graduation- WM
2019-05-12,5,12,2019,20,1,Sun,2,,45.3,0.26,0.0,13.9,Graduation- WM
2019-05-13,5,13,2019,20,2,Mon,2,,43.4,0.28,0.0,13.7,
2019-05-14,5,14,2019,20,3,Tue,2,,41.7,0.09,0.0,13.8,
2019-05-15,5,15,2019,20,4,Wed,3,,50.5,0.0,0.0,18.1,
2019-05-16,5,16,2019,20,5,Thu,3,,56.3,0.0,0.0,11.4,
2019-05-17,5,17,2019,20,6,Fri,3,,60.0,0.0,0.0,14.8,
2019-05-18,5,18,2019,20,7,Sat,3,,55.6,0.0,0.0,10.2,
2019-05-19,5,19,2019,21,1,Sun,3,,69.7,0.17,0.0,22.7,
2019-05-20,5,20,2019,21,2,Mon,3,,57.1,0.02,0.0,25.1,
2019-05-21,5,21,2019,21,3,Tue,3,,49.3,0.0,0.0,15.9,
2019-05-22,5,22,2019,21,4,Wed,4,,55.0,0.02,0.0,13.9,
2019-05-23,5,23,2019,21,5,Thu,4,,63.8,0.08,0.0,27.4,
2019-05-24,5,24,2019,21,6,Fri,4,,57.8,0.0,0.0,16.1,
2019-05-25,5,25,2019,21,7,Sat,4,,65.2,0.33,0.0,19.5,
2019-05-26,5,26,2019,22,1,Sun,4,,64.5,0.01,0.0,14.8,
2019-05-27,5,27,2019,22,2,Mon,4,Memorial Day,60.5,0.0,0.0,10.2,
2019-05-28,5,28,2019,22,3,Tue,4,,63.4,0.37,0.0,16.9,
2019-05-29,5,29,2019,22,4,Wed,5,,57.9,0.26,0.0,12.6,
2019-05-30,5,30,2019,22,5,Thu,5,,60.1,0.01,0.0,12.6,
2019-05-31,5,31,2019,22,6,Fri,5,,61.6,0.0,0.0,11.4,
2019-06-01,6,1,2019,22,7,Sat,1,,60.2,0.39,0.0,13.8,
2019-06-02,6,2,2019,23,1,Sun,1,,56.0,0.09,0.0,16.0,
2019-06-03,6,3,2019,23,2,Mon,1,,47.8,0.0,0.0,16.2,
2019-06-04,6,4,2019,23,3,Tue,1,,55.1,0.0,0.0,15.9,
2019-06-05,6,5,2019,23,4,Wed,1,,63.9,0.65,0.0,13.9,
2019-06-06,6,6,2019,23,5,Thu,1,,62.4,0.55,0.0,12.5,
2019-06-07,6,7,2019,23,6,Fri,1,,62.5,0.0,0.0,9.1,
2019-06-08,6,8,2019,23,7,Sat,2,,66.8,0.0,0.0,13.8,
2019-06-09,6,9,2019,24,1,Sun,2,,68.9,0.0,0.0,17.0,
2019-06-10,6,10,2019,24,2,Mon,2,,63.5,0.53,0.0,22.7,
2019-06-11,6,11,2019,24,3,Tue,2,,57.7,0.0,0.0,17.1,
2019-06-12,6,12,2019,24,4,Wed,2,,58.6,0.0,0.0,15.9,
2019-06-13,6,13,2019,24,5,Thu,2,,56.8,0.58,0.0,16.9,
2019-06-14,6,14,2019,24,6,Fri,2,,56.4,0.14,0.0,22.9,
2019-06-15,6,15,2019,24,7,Sat,3,,59.1,0.22,0.0,17.1,
2019-06-16,6,16,2019,25,1,Sun,3,,61.1,0.42,0.0,7.0,
2019-06-17,6,17,2019,25,2,Mon,3,,62.7,0.01,0.0,6.8,
2019-06-18,6,18,2019,25,3,Tue,3,,65.7,0.1,0.0,9.1,
2019-06-19,6,19,2019,25,4,Wed,3,,66.9,0.0,0.0,12.5,
2019-06-20,6,20,2019,25,5,Thu,3,,64.6,1.96,0.0,12.7,
2019-06-21,6,21,2019,25,6,Fri,3,,61.2,0.76,0.0,16.1,
2019-06-22,6,22,2019,25,7,Sat,4,,60.7,0.0,0.0,13.5,
2019-06-23,6,23,2019,26,1,Sun,4,,62.5,0.0,0.0,10.1,
2019-06-24,6,24,2019,26,2,Mon,4,,68.5,0.0,0.0,12.6,
2019-06-25,6,25,2019,26,3,Tue,4,,68.1,0.46,0.0,16.9,
2019-06-26,6,26,2019,26,4,Wed,4,,69.5,0.0,0.0,19.5,
2019-06-27,6,27,2019,26,5,Thu,4,,70.5,0.0,0.0,10.1,
2019-06-28,6,28,2019,26,6,Fri,4,,71.8,0.0,0.0,8.0,
2019-06-29,6,29,2019,26,7,Sat,5,,71.8,0.27,0.0,19.4,
2019-06-30,6,30,2019,27,1,Sun,5,,66.6,0.0,0.0,15.9,
2019-07-01,7,1,2019,27,2,Mon,1,,65.6,0.0,0.0,9.1,
2019-07-02,7,2,2019,27,3,Tue,1,,71.9,0.0,0.0,12.6,
2019-07-03,7,3,2019,27,4,Wed,1,,71.4,0.19,0.0,9.1,
2019-07-04,7,4,2019,27,5,Thu,1,Independence Day,72.5,0.45,0.0,16.7,
2019-07-05,7,5,2019,27,6,Fri,1,,72.1,0.63,0.0,8.3,
2019-07-06,7,6,2019,27,7,Sat,1,,72.4,0.12,0.0,14.9,
2019-07-07,7,7,2019,28,1,Sun,1,,70.1,0.05,0.0,12.8,
2019-07-08,7,8,2019,28,2,Mon,2,,66.5,0.0,0.0,11.3,
2019-07-09,7,9,2019,28,3,Tue,2,,69.0,0.0,0.0,9.0,
2019-07-10,7,10,2019,28,4,Wed,2,,74.3,0.0,0.0,10.2,
2019-07-11,7,11,2019,28,5,Thu,2,,71.4,0.0,0.0,13.8,
2019-07-12,7,12,2019,28,6,Fri,2,,65.1,0.0,0.0,12.7,
2019-07-13,7,13,2019,28,7,Sat,2,,68.8,0.0,0.0,17.1,
2019-07-14,7,14,2019,29,1,Sun,2,,69.4,0.0,0.0,11.4,
2019-07-15,7,15,2019,29,2,Mon,3,,67.3,0.0,0.0,6.9,
2019-07-16,7,16,2019,29,3,Tue,3,,71.5,0.7,0.0,10.2,
2019-07-17,7,17,2019,29,4,Wed,3,,71.2,1.11,0.0,10.2,
2019-07-18,7,18,2019,29,5,Thu,3,,72.9,0.0,0.0,12.6,
2019-07-19,7,19,2019,29,6,Fri,3,,75.2,0.1,0.0,12.7,
2019-07-20,7,20,2019,29,7,Sat,3,,75.6,0.05,0.0,21.9,
2019-07-21,7,21,2019,30,1,Sun,3,,73.8,0.19,0.0,12.7,
2019-07-22,7,22,2019,30,2,Mon,4,,64.2,0.22,0.0,10.1,
2019-07-23,7,23,2019,30,3,Tue,4,,65.2,0.01,0.0,14.9,
2019-07-24,7,24,2019,30,4,Wed,4,,63.3,0.01,0.0,10.2,
2019-07-25,7,25,2019,30,5,Thu,4,,65.5,0.05,0.0,9.2,
2019-07-26,7,26,2019,30,6,Fri,4,,68.3,0.0,0.0,8.0,
2019-07-27,7,27,2019,30,7,Sat,4,,71.0,0.0,0.0,11.4,
2019-07-28,7,28,2019,31,1,Sun,4,,69.7,0.95,0.0,12.8,
2019-07-29,7,29,2019,31,2,Mon,5,,73.3,0.01,0.0,14.8,
2019-07-30,7,30,2019,31,3,Tue,5,,71.6,0.07,0.0,10.8,
2019-07-31,7,31,2019,31,4,Wed,5,,70.8,0.0,0.0,9.8,
2019-08-01,8,1,2019,31,5,Thu,1,,70.7,0.0,0.0,9.9,
2019-08-02,8,2,2019,31,6,Fri,1,,70.5,0.16,0.0,10.4,
2019-08-03,8,3,2019,31,7,Sat,1,,70.4,0.0,0.0,8.7,
2019-08-04,8,4,2019,32,1,Sun,1,,70.2,0.0,0.0,9.5,
2019-08-05,8,5,2019,32,2,Mon,1,,70.3,0.0,0.0,9.3,
2019-08-06,8,6,2019,32,3,Tue,1,,73.1,0.15,0.0,13.6,
2019-08-07,8,7,2019,32,4,Wed,1,,70.1,0.27,0.0,11.2,
2019-08-08,8,8,2019,32,5,Thu,2,,70.7,0.35,0.0,20.6,
2019-08-09,8,9,2019,32,6,Fri,2,,69.6,0.04,0.0,18.5,
2019-08-10,8,10,2019,32,7,Sat,2,,67.8,0.0,0.0,14.0,
2019-08-11,8,11,2019,33,1,Sun,2,,66.0,0.0,0.0,9.4,
2019-08-12,8,12,2019,33,2,Mon,2,,72.3,0.0,0.0,10.8,
2019-08-13,8,13,2019,33,3,Tue,2,,71.8,0.06,0.0,8.3,
2019-08-14,8,14,2019,33,4,Wed,2,,71.2,0.0,0.0,11.2,
2019-08-15,8,15,2019,33,5,Thu,3,,68.5,0.02,0.0,8.6,
2019-08-16,8,16,2019,33,6,Fri,3,,67.4,0.01,0.0,11.3,
2019-08-17,8,17,2019,33,7,Sat,3,,68.6,0.21,0.0,12.6,
2019-08-18,8,18,2019,34,1,Sun,3,,73.0,0.31,0.0,9.6,
2019-08-19,8,19,2019,34,2,Mon,3,,72.5,0.26,0.0,13.2,
2019-08-20,8,20,2019,34,3,Tue,3,,72.8,0.0,0.0,8.6,
2019-08-21,8,21,2019,34,4,Wed,3,,73.1,0.37,0.0,13.7,
2019-08-22,8,22,2019,34,5,Thu,4,,64.9,0.0,0.0,10.2,
2019-08-23,8,23,2019,34,6,Fri,4,,60.8,0.0,0.0,12.7,
2019-08-24,8,24,2019,34,7,Sat,4,,59.8,0.0,0.0,12.6,
2019-08-25,8,25,2019,35,1,Sun,4,,61.1,0.0,0.0,11.4,
2019-08-26,8,26,2019,35,2,Mon,4,,62.7,0.0,0.0,13.8,
2019-08-27,8,27,2019,35,3,Tue,4,,63.9,0.12,0.0,13.9,
2019-08-28,8,28,2019,35,4,Wed,4,,67.5,0.19,0.0,16.0,
2019-08-29,8,29,2019,35,5,Thu,5,,63.5,0.0,0.0,12.7,
2019-08-30,8,30,2019,35,6,Fri,5,,66.1,0.0,0.0,16.1,
2019-08-31,8,31,2019,35,7,Sat,5,,59.7,0.0,0.0,9.0,
2019-09-01,9,1,2019,36,1,Sun,1,,62.6,0.51,0.0,13.8,
2019-09-02,9,2,2019,36,2,Mon,1,Labor Day,64.0,0.14,0.0,12.7,
2019-09-03,9,3,2019,36,3,Tue,1,,65.6,0.01,0.0,13.5,
2019-09-04,9,4,2019,36,4,Wed,1,,65.5,0.04,0.0,18.2,
2019-09-05,9,5,2019,36,5,Thu,1,,59.2,0.0,0.0,11.2,
2019-09-06,9,6,2019,36,6,Fri,1,,59.9,0.0,0.0,10.2,
2019-09-07,9,7,2019,36,7,Sat,1,,59.2,0.0,0.0,14.8,
2019-09-08,9,8,2019,37,1,Sun,2,,58.7,0.14,0.0,9.1,
2019-09-09,9,9,2019,37,2,Mon,2,,57.0,0.0,0.0,10.1,
2019-09-10,9,10,2019,37,3,Tue,2,,65.4,0.0,0.0,10.3,
2019-09-11,9,11,2019,37,4,Wed,2,,73.4,0.81,0.0,14.9,
2019-09-12,9,12,2019,37,5,Thu,2,,63.6,0.08,0.0,10.3,
2019-09-13,9,13,2019,37,6,Fri,2,,60.1,0.0,0.0,20.8,
2019-09-14,9,14,2019,37,7,Sat,2,,63.0,1.04,0.0,20.8,
2019-09-15,9,15,2019,38,1,Sun,3,,63.4,0.04,0.0,8.7,
2019-09-16,9,16,2019,38,2,Mon,3,,64.7,0.04,0.0,10.1,
2019-09-17,9,17,2019,38,3,Tue,3,,63.1,0.0,0.0,10.8,
2019-09-18,9,18,2019,38,4,Wed,3,,61.6,0.0,0.0,11.4,
2019-09-19,9,19,2019,38,5,Thu,3,,58.9,0.0,0.0,11.5,
2019-09-20,9,20,2019,38,6,Fri,3,,61.7,0.0,0.0,8.1,
2019-09-21,9,21,2019,38,7,Sat,3,,66.3,0.0,0.0,8.0,
2019-09-22,9,22,2019,39,1,Sun,4,,70.9,0.0,0.0,18.1,
2019-09-23,9,23,2019,39,2,Mon,4,,66.5,0.21,0.0,17.2,
2019-09-24,9,24,2019,39,3,Tue,4,,59.3,0.0,0.0,15.9,
2019-09-25,9,25,2019,39,4,Wed,4,,61.1,0.0,0.0,13.9,
2019-09-26,9,26,2019,39,5,Thu,4,,61.1,0.0,0.0,20.7,
2019-09-27,9,27,2019,39,6,Fri,4,,58.2,0.0,0.0,14.9,
2019-09-28,9,28,2019,39,7,Sat,4,,66.6,0.01,0.0,12.7,
2019-09-29,9,29,2019,40,1,Sun,5,,59.5,0.0,0.0,11.4,
2019-09-30,9,30,2019,40,2,Mon,5,,60.1,0.04,0.0,10.2,
2019-10-01,10,1,2019,40,3,Tue,1,,71.3,0.0,0.0,16.0,
2019-10-02,10,2,2019,40,4,Wed,1,,66.0,0.13,0.0,15.9,
2019-10-03,10,3,2019,40,5,Thu,1,,56.2,0.32,0.0,18.0,
2019-10-04,10,4,2019,40,6,Fri,1,,48.3,0.07,0.0,11.5,
2019-10-05,10,5,2019,40,7,Sat,1,,46.8,0.0,0.0,13.9,
2019-10-06,10,6,2019,41,1,Sun,1,,57.4,0.03,0.0,14.9,
2019-10-07,10,7,2019,41,2,Mon,1,,53.4,0.41,0.0,10.2,
2019-10-08,10,8,2019,41,3,Tue,2,,53.0,0.01,0.0,11.3,
2019-10-09,10,9,2019,41,4,Wed,2,,52.6,0.0,0.0,9.2,
2019-10-10,10,10,2019,41,5,Thu,2,,53.8,0.0,0.0,9.1,
2019-10-11,10,11,2019,41,6,Fri,2,,57.8,0.0,0.0,11.3,
2019-10-12,10,12,2019,41,7,Sat,2,,50.3,0.01,0.0,17.1,
2019-10-13,10,13,2019,42,1,Sun,2,,46.5,0.0,0.0,17.1,
2019-10-14,10,14,2019,42,2,Mon,2,Columbus Day and Yorktown Victory Day,45.8,0.06,0.0,12.7,
2019-10-15,10,15,2019,42,3,Tue,3,,47.2,0.0,0.0,11.2,
2019-10-16,10,16,2019,42,4,Wed,3,,49.5,0.84,0.0,15.7,
2019-10-17,10,17,2019,42,5,Thu,3,,43.9,0.12,0.0,25.2,
2019-10-18,10,18,2019,42,6,Fri,3,,42.2,0.02,0.0,12.8,
2019-10-19,10,19,2019,42,7,Sat,3,,43.6,0.0,0.0,10.1,
2019-10-20,10,20,2019,43,1,Sun,3,,52.6,0.0,0.0,9.2,
2019-10-21,10,21,2019,43,2,Mon,3,,55.4,0.0,0.0,13.9,
2019-10-22,10,22,2019,43,3,Tue,4,,53.3,0.85,0.0,14.1,
2019-10-23,10,23,2019,43,4,Wed,4,,45.7,0.0,0.0,20.8,
2019-10-24,10,24,2019,43,5,Thu,4,,48.8,0.0,0.0,18.2,
2019-10-25,10,25,2019,43,6,Fri,4,,45.4,0.0,0.0,11.2,
2019-10-26,10,26,2019,43,7,Sat,4,,46.9,0.31,0.0,15.1,
2019-10-27,10,27,2019,44,1,Sun,4,,52.3,0.38,0.0,27.3,
2019-10-28,10,28,2019,44,2,Mon,4,,50.7,0.0,0.0,11.3,
2019-10-29,10,29,2019,44,3,Tue,5,,54.5,0.0,0.0,13.8,
2019-10-30,10,30,2019,44,4,Wed,5,,52.6,0.06,0.0,9.2,
