Full_Date,Month,Day,Year,Week Number,Day of Week,Day.1,Count,Holiday Name,temp,precip,snow,windspeed,Holiday Observed
2018-01-16,1,16,2018,3,3,Tue,3,,17.0,0.04,0.36,11.3,
2018-01-17,1,17,2018,3,4,Wed,3,,8.0,0.0,0.06,14.9,
2018-01-18,1,18,2018,3,5,Thu,3,,12.6,0.0,0.0,17.1,
2018-01-19,1,19,2018,3,6,Fri,3,,26.0,0.0,0.0,19.5,
2018-01-20,1,20,2018,3,7,Sat,3,,34.6,0.0,0.0,21.9,
2018-01-21,1,21,2018,4,1,Sun,3,,36.3,0.02,0.0,10.2,
2018-01-22,1,22,2018,4,2,Mon,4,,45.8,0.03,0.11,13.3,
2018-01-23,1,23,2018,4,3,Tue,4,,38.4,0.54,1.77,23.8,
2018-01-24,1,24,2018,4,4,Wed,4,,19.8,0.01,0.65,16.1,
2018-01-25,1,25,2018,4,5,Thu,4,,17.6,0.0,0.42,12.6,
2018-01-26,1,26,2018,4,6,Fri,4,,30.7,0.01,0.0,16.1,
2018-01-27,1,27,2018,4,7,Sat,4,,40.9,0.25,0.0,16.2,
2018-01-28,1,28,2018,5,1,Sun,4,,34.8,0.0,0.0,12.7,
2018-01-29,1,29,2018,5,2,Mon,5,,29.4,0.09,3.14,12.8,
2018-01-30,1,30,2018,5,3,Tue,5,,13.8,0.0,1.89,18.2,
2018-01-31,1,31,2018,5,4,Wed,5,,21.5,0.0,0.0,19.7,
2018-02-01,2,1,2018,5,5,Thu,1,,32.4,0.0,0.0,19.5,
2018-02-02,2,2,2018,5,6,Fri,1,,9.9,0.0,2.32,20.7,
2018-02-03,2,3,2018,5,7,Sat,1,,16.3,0.0,0.47,16.2,
2018-02-04,2,4,2018,6,1,Sun,1,,31.2,0.03,0.11,23.8,
2018-02-05,2,5,2018,6,2,Mon,1,,13.0,0.0,1.5,17.1,
2018-02-06,2,6,2018,6,3,Tue,1,,15.8,0.02,0.81,13.8,
2018-02-07,2,7,2018,6,4,Wed,1,,18.6,0.23,1.29,15.0,
2018-02-08,2,8,2018,6,5,Thu,2,,11.6,0.0,0.77,11.4,
2018-02-09,2,9,2018,6,6,Fri,2,,18.7,0.02,0.0,11.3,
2018-02-10,2,10,2018,6,7,Sat,2,,32.2,0.13,0.0,13.7,
2018-02-11,2,11,2018,7,1,Sun,2,,32.4,0.08,0.0,19.6,
2018-02-12,2,12,2018,7,2,Mon,2,,21.4,0.0,0.13,13.8,
2018-02-13,2,13,2018,7,3,Tue,2,,20.5,0.0,0.0,9.6,
2018-02-14,2,14,2018,7,4,Wed,2,,38.8,0.0,0.0,15.1,
2018-02-15,2,15,2018,7,5,Thu,3,,48.2,0.24,2.03,17.2,
2018-02-16,2,16,2018,7,6,Fri,3,,33.5,0.1,0.8,14.9,
2018-02-17,2,17,2018,7,7,Sat,3,,24.7,0.03,0.83,10.2,
2018-02-18,2,18,2018,8,1,Sun,3,,30.8,0.01,0.5,11.9,
2018-02-19,2,19,2018,8,2,Mon,3,George Washington Day,45.0,0.44,1.85,22.1,
2018-02-20,2,20,2018,8,3,Tue,3,,62.9,0.11,0.0,18.7,
2018-02-21,2,21,2018,8,4,Wed,3,,48.4,0.08,0.0,16.0,
2018-02-22,2,22,2018,8,5,Thu,4,,32.8,0.24,1.41,13.1,
2018-02-23,2,23,2018,8,6,Fri,4,,42.2,0.04,0.85,21.0,
2018-02-24,2,24,2018,8,7,Sat,4,,39.5,0.01,0.0,12.2,
2018-02-25,2,25,2018,9,1,Sun,4,,44.2,0.26,0.0,24.4,
2018-02-26,2,26,2018,9,2,Mon,4,,37.1,0.0,0.0,16.8,
2018-02-27,2,27,2018,9,3,Tue,4,,41.8,0.0,0.0,16.2,
2018-02-28,2,28,2018,9,4,Wed,4,,46.4,0.0,0.0,14.4,
2018-03-01,3,1,2018,9,5,Thu,1,,38.0,0.88,7.15,21.7,
2018-03-02,3,2,2018,9,6,Fri,1,,28.6,0.16,4.29,24.0,
2018-03-03,3,3,2018,9,7,Sat,1,,26.1,0.0,0.0,14.8,Spring Break- College
2018-03-04,3,4,2018,10,1,Sun,1,,22.4,0.0,0.0,11.9,Spring Break- College
2018-03-05,3,5,2018,10,2,Mon,1,,21.2,0.0,0.0,8.0,Spring Break- College
2018-03-06,3,6,2018,10,3,Tue,1,,26.8,0.0,0.0,14.8,Spring Break- College
2018-03-07,3,7,2018,10,4,Wed,1,,30.7,0.08,1.8,15.8,Spring Break- College
2018-03-08,3,8,2018,10,5,Thu,2,,23.3,0.01,3.36,19.5,Spring Break- College
2018-03-09,3,9,2018,10,6,Fri,2,,25.9,0.04,1.6,19.7,Spring Break- College
2018-03-10,3,10,2018,10,7,Sat,2,,26.0,0.0,0.12,18.2,Spring Break- College
2018-03-11,3,11,2018,11,1,Sun,2,,24.0,0.0,0.0,9.0,Spring Break- College
2018-03-12,3,12,2018,11,2,Mon,2,,22.7,0.0,0.0,15.8,
2018-03-13,3,13,2018,11,3,Tue,2,,24.7,0.0,0.95,14.9,
2018-03-14,3,14,2018,11,4,Wed,2,,23.4,0.0,0.99,22.8,
2018-03-15,3,15,2018,11,5,Thu,3,,24.7,0.01,1.18,17.1,
2018-03-16,3,16,2018,11,6,Fri,3,,20.5,0.0,0.51,22.8,
2018-03-17,3,17,2018,11,7,Sat,3,,23.7,0.0,0.0,12.7,
2018-03-18,3,18,2018,12,1,Sun,3,,29.8,0.0,0.0,18.3,
2018-03-19,3,19,2018,12,2,Mon,3,,28.8,0.0,0.17,12.7,
2018-03-20,3,20,2018,12,3,Tue,3,,26.5,0.0,0.0,16.0,
2018-03-21,3,21,2018,12,4,Wed,3,,27.1,0.0,0.0,18.2,
2018-03-22,3,22,2018,12,5,Thu,4,,26.8,0.0,0.0,18.2,
2018-03-23,3,23,2018,12,6,Fri,4,,26.8,0.0,0.0,16.0,
2018-03-24,3,24,2018,12,7,Sat,4,,25.1,0.0,0.04,11.4,
2018-03-25,3,25,2018,13,1,Sun,4,,26.3,0.0,0.0,12.8,
2018-03-26,3,26,2018,13,2,Mon,4,,36.5,0.0,1.01,20.4,
2018-03-27,3,27,2018,13,3,Tue,4,,35.4,0.18,0.0,21.1,
2018-03-28,3,28,2018,13,4,Wed,4,,40.7,0.07,0.0,9.3,
2018-03-29,3,29,2018,13,5,Thu,5,,46.1,0.65,0.74,18.0,
2018-03-30,3,30,2018,13,6,Fri,5,,33.1,0.14,0.44,14.8,
2018-03-31,3,31,2018,13,7,Sat,5,,35.5,0.01,0.0,22.9,
2018-04-01,4,1,2018,14,1,Sun,1,Easter,30.9,0.19,0.0,21.6,
2018-04-02,4,2,2018,14,2,Mon,1,,32.0,0.0,0.0,11.3,Spring Break- Public
2018-04-03,4,3,2018,14,3,Tue,1,,40.1,0.16,0.0,15.0,Spring Break- Public
2018-04-04,4,4,2018,14,4,Wed,1,,37.6,0.67,1.93,32.9,Spring Break- Public
2018-04-05,4,5,2018,14,5,Thu,1,,25.3,0.0,1.16,16.1,Spring Break- Public
2018-04-06,4,6,2018,14,6,Fri,1,,30.9,0.09,1.01,24.0,Spring Break- Public
2018-04-07,4,7,2018,14,7,Sat,1,,24.8,0.0,0.6,17.1,
2018-04-08,4,8,2018,15,1,Sun,2,,23.8,0.0,0.0,15.0,
2018-04-09,4,9,2018,15,2,Mon,2,,26.0,0.02,0.74,10.1,
2018-04-10,4,10,2018,15,3,Tue,2,,29.2,0.0,0.44,12.6,
2018-04-11,4,11,2018,15,4,Wed,2,,34.4,0.0,0.0,16.0,
2018-04-12,4,12,2018,15,5,Thu,2,,48.1,0.07,0.0,21.8,
2018-04-13,4,13,2018,15,6,Fri,2,,55.1,0.08,0.0,18.1,
2018-04-14,4,14,2018,15,7,Sat,2,,41.4,0.01,0.0,22.9,
2018-04-15,4,15,2018,16,1,Sun,3,,40.0,0.34,0.0,18.0,
2018-04-16,4,16,2018,16,2,Mon,3,,36.1,1.05,0.74,20.7,
2018-04-17,4,17,2018,16,3,Tue,3,,28.5,0.09,1.11,21.7,
2018-04-18,4,18,2018,16,4,Wed,3,,30.2,0.02,0.43,12.7,
2018-04-19,4,19,2018,16,5,Thu,3,,29.5,0.01,0.0,22.7,
2018-04-20,4,20,2018,16,6,Fri,3,,32.6,0.0,0.0,16.0,
2018-04-21,4,21,2018,16,7,Sat,3,,39.3,0.0,0.0,11.3,
2018-04-22,4,22,2018,17,1,Sun,4,,47.0,0.0,0.0,11.4,
2018-04-23,4,23,2018,17,2,Mon,4,,56.1,0.0,0.0,14.9,
2018-04-24,4,24,2018,17,3,Tue,4,,50.9,0.28,0.0,13.7,
2018-04-25,4,25,2018,17,4,Wed,4,,46.8,0.09,0.0,17.1,
2018-04-26,4,26,2018,17,5,Thu,4,,42.0,0.0,0.0,16.0,
2018-04-27,4,27,2018,17,6,Fri,4,,48.3,0.14,0.0,12.6,
2018-04-28,4,28,2018,17,7,Sat,4,,39.6,0.14,0.0,14.9,
2018-04-29,4,29,2018,18,1,Sun,5,,35.1,0.0,0.0,20.7,
2018-04-30,4,30,2018,18,2,Mon,5,,45.4,0.0,0.0,19.6,
2018-05-01,5,1,2018,18,3,Tue,1,,60.9,0.0,0.0,17.2,
2018-05-02,5,2,2018,18,4,Wed,1,,69.5,0.0,0.0,26.1,
2018-05-03,5,3,2018,18,5,Thu,1,,66.4,0.28,0.0,18.2,
2018-05-04,5,4,2018,18,6,Fri,1,,62.7,0.48,0.0,27.4,
2018-05-05,5,5,2018,18,7,Sat,1,,56.9,0.0,0.0,12.6,
2018-05-06,5,6,2018,19,1,Sun,1,,59.0,0.0,0.0,14.8,
2018-05-07,5,7,2018,19,2,Mon,1,,55.2,0.0,0.0,13.8,
2018-05-08,5,8,2018,19,3,Tue,2,,60.0,0.0,0.0,12.5,
2018-05-09,5,9,2018,19,4,Wed,2,,65.5,0.0,0.0,16.9,
2018-05-10,5,10,2018,19,5,Thu,2,,61.8,0.24,0.0,19.7,
2018-05-11,5,11,2018,19,6,Fri,2,,45.3,0.09,0.0,10.3,Graduation- WM
2018-05-12,5,12,2018,19,7,Sat,2,,47.8,1.14,0.0,11.3,Graduation- WM
2018-05-13,5,13,2018,20,1,Sun,2,,52.2,0.01,0.0,8.0,Graduation- WM
2018-05-14,5,14,2018,20,2,Mon,2,,61.6,0.01,0.0,15.0,
2018-05-15,5,15,2018,20,3,Tue,3,,60.8,0.61,0.0,17.6,
2018-05-16,5,16,2018,20,4,Wed,3,,61.6,0.0,0.0,7.0,
2018-05-17,5,17,2018,20,5,Thu,3,,65.0,0.0,0.0,11.3,
2018-05-18,5,18,2018,20,6,Fri,3,,64.5,0.0,0.0,17.0,
2018-05-19,5,19,2018,20,7,Sat,3,,60.8,1.29,0.0,17.0,
2018-05-20,5,20,2018,21,1,Sun,3,,58.1,0.4,0.0,13.8,
2018-05-21,5,21,2018,21,2,Mon,3,,59.3,0.01,0.0,8.1,
2018-05-22,5,22,2018,21,3,Tue,4,,62.2,0.28,0.0,13.6,
2018-05-23,5,23,2018,21,4,Wed,4,,61.0,0.03,0.0,12.7,
2018-05-24,5,24,2018,21,5,Thu,4,,64.3,0.0,0.0,11.3,
2018-05-25,5,25,2018,21,6,Fri,4,,67.2,0.0,0.0,15.9,
2018-05-26,5,26,2018,21,7,Sat,4,,67.2,0.0,0.0,10.2,
2018-05-27,5,27,2018,22,1,Sun,4,,69.0,0.21,0.0,9.1,
2018-05-28,5,28,2018,22,2,Mon,4,Memorial Day,72.8,0.0,0.0,10.2,
2018-05-29,5,29,2018,22,3,Tue,5,,74.3,0.0,0.0,12.7,
2018-05-30,5,30,2018,22,4,Wed,5,,74.5,0.0,0.0,16.0,
2018-05-31,5,31,2018,22,5,Thu,5,,71.1,0.14,0.0,18.1,
2018-06-01,6,1,2018,22,6,Fri,1,,68.9,0.72,0.0,10.2,
2018-06-02,6,2,2018,22,7,Sat,1,,62.4,0.0,0.0,10.3,
2018-06-03,6,3,2018,23,1,Sun,1,,61.9,0.21,0.0,13.9,
2018-06-04,6,4,2018,23,2,Mon,1,,57.6,0.01,0.0,18.3,
2018-06-05,6,5,2018,23,3,Tue,1,,55.7,0.0,0.0,17.1,
2018-06-06,6,6,2018,23,4,Wed,1,,50.9,0.0,0.0,8.0,
2018-06-07,6,7,2018,23,5,Thu,1,,58.6,0.0,0.0,9.1,
2018-06-08,6,8,2018,23,6,Fri,2,,65.3,0.0,0.0,10.2,
2018-06-09,6,9,2018,23,7,Sat,2,,63.4,0.0,0.0,10.2,
2018-06-10,6,10,2018,24,1,Sun,2,,58.3,0.27,0.0,10.4,
2018-06-11,6,11,2018,24,2,Mon,2,,64.6,0.0,0.0,10.3,
2018-06-12,6,12,2018,24,3,Tue,2,,65.7,0.0,0.0,11.9,
2018-06-13,6,13,2018,24,4,Wed,2,,68.2,0.61,0.0,18.1,
2018-06-14,6,14,2018,24,5,Thu,2,,64.6,0.0,0.0,20.6,
2018-06-15,6,15,2018,24,6,Fri,3,,62.2,0.0,0.0,11.3,
2018-06-16,6,16,2018,24,7,Sat,3,,65.3,0.0,0.0,8.1,
2018-06-17,6,17,2018,25,1,Sun,3,,73.1,0.0,0.0,8.0,
2018-06-18,6,18,2018,25,2,Mon,3,,76.8,0.17,0.0,20.5,
2018-06-19,6,19,2018,25,3,Tue,3,,68.0,0.21,0.0,14.9,
2018-06-20,6,20,2018,25,4,Wed,3,,62.3,0.03,0.0,5.8,
2018-06-21,6,21,2018,25,5,Thu,3,,66.2,0.0,0.0,12.4,
2018-06-22,6,22,2018,25,6,Fri,4,,61.4,0.26,0.0,12.7,
2018-06-23,6,23,2018,25,7,Sat,4,,63.8,0.17,0.0,12.7,
2018-06-24,6,24,2018,26,1,Sun,4,,65.0,0.15,0.0,18.0,
2018-06-25,6,25,2018,26,2,Mon,4,,61.9,0.0,0.0,12.6,
2018-06-26,6,26,2018,26,3,Tue,4,,64.2,0.0,0.0,11.4,
2018-06-27,6,27,2018,26,4,Wed,4,,65.9,0.49,0.0,12.7,
2018-06-28,6,28,2018,26,5,Thu,4,,67.7,0.03,0.0,11.3,
2018-06-29,6,29,2018,26,6,Fri,5,,71.9,0.0,0.0,9.2,
2018-06-30,6,30,2018,26,7,Sat,5,,75.6,0.0,0.0,13.9,
2018-07-01,7,1,2018,27,1,Sun,1,,77.3,0.0,0.0,12.6,
2018-07-02,7,2,2018,27,2,Mon,1,,73.6,0.59,0.0,13.7,
2018-07-03,7,3,2018,27,3,Tue,1,,74.3,0.0,0.0,8.1,
2018-07-04,7,4,2018,27,4,Wed,1,Independence Day,77.2,0.0,0.0,8.2,
2018-07-05,7,5,2018,27,5,Thu,1,,75.0,0.27,0.0,23.7,
2018-07-06,7,6,2018,27,6,Fri,1,,67.1,0.16,0.0,15.0,
2018-07-07,7,7,2018,27,7,Sat,1,,63.6,0.0,0.0,10.2,
2018-07-08,7,8,2018,28,1,Sun,2,,67.0,0.0,0.0,8.1,
2018-07-09,7,9,2018,28,2,Mon,2,,69.9,0.0,0.0,12.0,
2018-07-10,7,10,2018,28,3,Tue,2,,70.8,0.18,0.0,13.8,
2018-07-11,7,11,2018,28,4,Wed,2,,67.6,0.0,0.0,11.4,
2018-07-12,7,12,2018,28,5,Thu,2,,67.8,0.0,0.0,10.3,
2018-07-13,7,13,2018,28,6,Fri,2,,72.1,0.0,0.0,12.6,
2018-07-14,7,14,2018,28,7,Sat,2,,72.7,0.0,0.0,11.3,
2018-07-15,7,15,2018,29,1,Sun,3,,75.2,0.0,0.0,10.2,
2018-07-16,7,16,2018,29,2,Mon,3,,72.7,1.27,0.0,11.3,
2018-07-17,7,17,2018,29,3,Tue,3,,70.4,0.23,0.0,16.0,
2018-07-18,7,18,2018,29,4,Wed,3,,65.0,0.0,0.0,11.3,
2018-07-19,7,19,2018,29,5,Thu,3,,65.1,0.0,0.0,10.3,
2018-07-20,7,20,2018,29,6,Fri,3,,71.2,0.0,0.0,14.9,
2018-07-21,7,21,2018,29,7,Sat,3,,69.1,0.0,0.0,17.1,
2018-07-22,7,22,2018,30,1,Sun,4,,63.5,1.1,0.0,17.0,
2018-07-23,7,23,2018,30,2,Mon,4,,70.8,0.0,0.0,11.4,
2018-07-24,7,24,2018,30,3,Tue,4,,73.2,0.14,0.0,12.7,
2018-07-25,7,25,2018,30,4,Wed,4,,71.2,0.24,0.0,11.3,
2018-07-26,7,26,2018,30,5,Thu,4,,69.9,0.52,0.0,15.0,
2018-07-27,7,27,2018,30,6,Fri,4,,66.5,0.09,0.0,12.7,
2018-07-28,7,28,2018,30,7,Sat,4,,64.0,0.0,0.0,15.0,
2018-07-29,7,29,2018,31,1,Sun,5,,63.4,0.02,0.0,9.0,
2018-07-30,7,30,2018,31,2,Mon,5,,63.8,0.02,0.0,9.1,
2018-07-31,7,31,2018,31,3,Tue,5,,67.1,0.0,0.0,12.6,
2018-08-01,8,1,2018,31,4,Wed,1,,70.1,0.0,0.0,13.8,
2018-08-02,8,2,2018,31,5,Thu,1,,69.4,0.03,0.0,11.3,
2018-08-03,8,3,2018,31,6,Fri,1,,69.9,0.01,0.0,13.6,
2018-08-04,8,4,2018,31,7,Sat,1,,70.6,0.0,0.0,9.1,
2018-08-05,8,5,2018,32,1,Sun,1,,73.3,0.0,0.0,10.2,
2018-08-06,8,6,2018,32,2,Mon,1,,75.4,0.0,0.0,11.4,
2018-08-07,8,7,2018,32,3,Tue,1,,71.3,0.23,0.0,10.3,
2018-08-08,8,8,2018,32,4,Wed,2,,70.3,0.31,0.0,14.6,
2018-08-09,8,9,2018,32,5,Thu,2,,70.4,0.0,0.0,11.4,
2018-08-10,8,10,2018,32,6,Fri,2,,69.4,0.0,0.0,10.3,
2018-08-11,8,11,2018,32,7,Sat,2,,68.6,0.0,0.0,11.3,
2018-08-12,8,12,2018,33,1,Sun,2,,67.4,0.0,0.0,10.2,
2018-08-13,8,13,2018,33,2,Mon,2,,67.6,0.0,0.0,10.1,
2018-08-14,8,14,2018,33,3,Tue,2,,68.8,0.37,0.0,12.8,
2018-08-15,8,15,2018,33,4,Wed,3,,70.7,0.0,0.0,14.9,
2018-08-16,8,16,2018,33,5,Thu,3,,71.0,0.04,0.0,11.2,
2018-08-17,8,17,2018,33,6,Fri,3,,70.8,0.67,0.0,16.0,
2018-08-18,8,18,2018,33,7,Sat,3,,68.4,0.27,0.0,13.8,
2018-08-19,8,19,2018,34,1,Sun,3,,64.0,0.0,0.0,6.9,
2018-08-20,8,20,2018,34,2,Mon,3,,67.6,0.0,0.0,10.3,
2018-08-21,8,21,2018,34,3,Tue,3,,68.3,0.55,0.0,16.1,
2018-08-22,8,22,2018,34,4,Wed,4,,63.7,0.12,0.0,15.1,
2018-08-23,8,23,2018,34,5,Thu,4,,61.6,0.01,0.0,14.9,
2018-08-24,8,24,2018,34,6,Fri,4,,63.6,0.0,0.0,12.7,
2018-08-25,8,25,2018,34,7,Sat,4,,67.9,0.0,0.0,17.1,
2018-08-26,8,26,2018,35,1,Sun,4,,70.3,0.08,0.0,12.7,
2018-08-27,8,27,2018,35,2,Mon,4,,75.2,0.13,0.0,12.6,
2018-08-28,8,28,2018,35,3,Tue,4,,77.5,0.0,0.0,20.7,
2018-08-29,8,29,2018,35,4,Wed,5,,73.8,0.78,0.0,18.3,
2018-08-30,8,30,2018,35,5,Thu,5,,64.5,0.01,0.0,12.6,
2018-08-31,8,31,2018,35,6,Fri,5,,65.4,0.0,0.0,12.6,
2018-09-01,9,1,2018,35,7,Sat,1,,72.7,0.0,0.0,11.5,
2018-09-02,9,2,2018,36,1,Sun,1,,72.7,0.16,0.0,10.1,
2018-09-03,9,3,2018,36,2,Mon,1,Labor Day,74.0,0.21,0.0,14.7,
2018-09-04,9,4,2018,36,3,Tue,1,,74.2,0.0,0.0,9.1,
2018-09-05,9,5,2018,36,4,Wed,1,,76.4,0.0,0.0,11.4,
2018-09-06,9,6,2018,36,5,Thu,1,,71.0,0.0,0.0,11.4,
2018-09-07,9,7,2018,36,6,Fri,1,,66.4,0.0,0.0,9.1,
2018-09-08,9,8,2018,36,7,Sat,2,,58.3,0.0,0.0,12.7,
2018-09-09,9,9,2018,37,1,Sun,2,,50.9,0.34,0.0,14.9,
2018-09-10,9,10,2018,37,2,Mon,2,,55.9,1.51,0.0,18.0,
2018-09-11,9,11,2018,37,3,Tue,2,,60.5,0.0,0.0,11.2,
2018-09-12,9,12,2018,37,4,Wed,2,,65.0,0.0,0.0,8.1,
2018-09-13,9,13,2018,37,5,Thu,2,,71.0,0.0,0.0,9.1,
2018-09-14,9,14,2018,37,6,Fri,2,,71.1,0.0,0.0,8.2,
2018-09-15,9,15,2018,37,7,Sat,3,,70.8,0.0,0.0,5.9,
2018-09-16,9,16,2018,38,1,Sun,3,,70.3,0.0,0.0,10.2,
2018-09-17,9,17,2018,38,2,Mon,3,,66.3,0.01,0.0,11.6,
2018-09-18,9,18,2018,38,3,Tue,3,,68.9,0.0,0.0,11.4,
2018-09-19,9,19,2018,38,4,Wed,3,,64.3,0.0,0.0,10.2,
2018-09-20,9,20,2018,38,5,Thu,3,,63.9,0.0,0.0,8.2,
2018-09-21,9,21,2018,38,6,Fri,3,,72.5,0.05,0.0,31.7,
2018-09-22,9,22,2018,38,7,Sat,4,,53.8,0.0,0.0,17.0,
2018-09-23,9,23,2018,39,1,Sun,4,,53.5,0.0,0.0,7.0,
2018-09-24,9,24,2018,39,2,Mon,4,,56.9,0.01,0.0,17.2,
2018-09-25,9,25,2018,39,3,Tue,4,,61.0,0.15,0.0,15.0,
2018-09-26,9,26,2018,39,4,Wed,4,,63.1,0.12,0.0,17.0,
2018-09-27,9,27,2018,39,5,Thu,4,,53.2,0.0,0.0,8.1,
2018-09-28,9,28,2018,39,6,Fri,4,,56.7,0.0,0.0,12.8,
2018-09-29,9,29,2018,39,7,Sat,5,,51.1,0.0,0.0,17.0,
2018-09-30,9,30,2018,40,1,Sun,5,,51.3,0.04,0.0,11.1,
2018-10-01,10,1,2018,40,2,Mon,1,,58.8,0.0,0.0,9.1,
2018-10-02,10,2,2018,40,3,Tue,1,,63.4,0.64,0.0,15.0,
2018-10-03,10,3,2018,40,4,Wed,1,,58.6,0.01,0.0,12.7,
2018-10-04,10,4,2018,40,5,Thu,1,,63.1,0.28,0.0,16.0,
2018-10-05,10,5,2018,40,6,Fri,1,,51.1,0.0,0.0,11.3,
2018-10-06,10,6,2018,40,7,Sat,1,,65.4,0.26,0.0,13.6,
2018-10-07,10,7,2018,41,1,Sun,1,,65.7,0.11,0.0,8.0,
2018-10-08,10,8,2018,41,2,Mon,2,Columbus Day and Yorktown Victory Day,69.7,0.0,0.0,11.2,
2018-10-09,10,9,2018,41,3,Tue,2,,71.9,0.0,0.0,13.7,
2018-10-10,10,10,2018,41,4,Wed,2,,69.5,0.0,0.0,14.9,
2018-10-11,10,11,2018,41,5,Thu,2,,62.4,0.01,0.0,16.2,
2018-10-12,10,12,2018,41,6,Fri,2,,43.3,0.0,0.0,16.1,
2018-10-13,10,13,2018,41,7,Sat,2,,41.2,0.02,0.0,17.0,
2018-10-14,10,14,2018,42,1,Sun,2,,43.8,0.0,0.0,12.6,
2018-10-15,10,15,2018,42,2,Mon,3,,48.9,0.03,0.0,18.4,
2018-10-16,10,16,2018,42,3,Tue,3,,41.1,0.0,0.0,17.1,
2018-10-17,10,17,2018,42,4,Wed,3,,40.9,0.01,0.0,25.0,
2018-10-18,10,18,2018,42,5,Thu,3,,36.0,0.0,0.0,13.9,
2018-10-19,10,19,2018,42,6,Fri,3,,43.2,0.0,0.0,19.6,
2018-10-20,10,20,2018,42,7,Sat,3,,43.0,0.03,0.0,21.7,
2018-10-21,10,21,2018,43,1,Sun,3,,34.1,0.01,0.0,17.3,
2018-10-22,10,22,2018,43,2,Mon,4,,40.3,0.0,0.0,14.9,
2018-10-23,10,23,2018,43,3,Tue,4,,41.4,0.01,0.0,18.1,
2018-10-24,10,24,2018,43,4,Wed,4,,37.4,0.0,0.0,13.9,
2018-10-25,10,25,2018,43,5,Thu,4,,35.5,0.0,0.0,11.4,
2018-10-26,10,26,2018,43,6,Fri,4,,37.9,0.0,0.0,16.9,
2018-10-27,10,27,2018,43,7,Sat,4,,38.2,0.05,0.0,10.4,
2018-10-28,10,28,2018,44,1,Sun,4,,37.4,0.04,0.0,14.7,
2018-10-29,10,29,2018,44,2,Mon,5,,38.5,0.03,0.0,16.1,
2018-10-30,10,30,2018,44,3,Tue,5,,42.0,0.0,0.0,12.7,
2018-10-31,10,31,2018,44,4,Wed,5,,52.5,0.03,0.0,19.5,
2018-11-01,11,1,2018,44,5,Thu,1,,44.4,0.04,0.0,13.7,
2018-11-02,11,2,2018,44,6,Fri,1,,47.4,0.02,0.0,18.1,
2018-11-03,11,3,2018,44,7,Sat,1,,38.1,0.03,0.0,18.3,
2018-11-04,11,4,2018,45,1,Sun,1,,40.0,0.0,0.0,12.9,
2018-11-05,11,5,2018,45,2,Mon,1,,47.5,0.0,0.0,15.1,
2018-11-06,11,6,2018,45,3,Tue,1,,50.1,0.14,0.0,23.0,
2018-11-07,11,7,2018,45,4,Wed,1,,42.3,0.01,0.0,24.0,
2018-11-08,11,8,2018,45,5,Thu,2,,36.2,0.0,0.0,10.3,
2018-11-09,11,9,2018,45,6,Fri,2,,34.7,0.02,1.16,17.3,
2018-11-10,11,10,2018,45,7,Sat,2,,26.4,0.01,0.7,27.5,
2018-11-11,11,11,2018,46,1,Sun,2,,30.8,0.0,0.01,11.3,
2018-11-12,11,12,2018,46,2,Mon,2,Veterans Day,32.3,0.0,0.0,8.1,
2018-11-13,11,13,2018,46,3,Tue,2,,31.9,0.03,0.0,17.2,
2018-11-14,11,14,2018,46,4,Wed,2,,24.9,0.0,2.35,17.1,
2018-11-15,11,15,2018,46,5,Thu,3,,26.7,0.31,2.95,11.4,
2018-11-16,11,16,2018,46,6,Fri,3,,30.6,0.39,1.97,25.0,
2018-11-17,11,17,2018,46,7,Sat,3,,31.7,0.03,0.0,10.4,
2018-11-18,11,18,2018,47,1,Sun,3,,30.5,0.1,0.0,5.8,
2018-11-19,11,19,2018,47,2,Mon,3,,32.4,0.0,0.0,6.8,
2018-11-20,11,20,2018,47,3,Tue,3,,29.3,0.08,1.14,13.7,
2018-11-21,11,21,2018,47,4,Wed,3,,24.3,0.04,4.07,21.8,
2018-11-22,11,22,2018,47,5,Thu,4,Thanksgiving Day,14.4,0.0,0.0,9.4,
2018-11-23,11,23,2018,47,6,Fri,4,,22.9,0.0,0.01,16.0,
2018-11-24,11,24,2018,47,7,Sat,4,,32.4,0.04,3.02,20.9,
2018-11-25,11,25,2018,48,1,Sun,4,,38.3,0.0,0.61,14.8,
2018-11-26,11,26,2018,48,2,Mon,4,,38.0,0.26,1.21,17.1,
2018-11-27,11,27,2018,48,3,Tue,4,,28.0,0.05,7.62,22.9,
2018-11-28,11,28,2018,48,4,Wed,4,,27.1,0.15,4.11,26.0,
2018-11-29,11,29,2018,48,5,Thu,5,,24.9,0.03,0.0,17.1,
2018-11-30,11,30,2018,48,6,Fri,5,,29.5,0.0,0.0,8.0,
2018-12-01,12,1,2018,48,7,Sat,1,,33.4,0.09,1.24,17.0,
2018-12-02,12,2,2018,49,1,Sun,1,,44.6,0.07,1.42,21.7,
2018-12-03,12,3,2018,49,2,Mon,1,,34.0,0.1,2.8,20.7,
2018-12-04,12,4,2018,49,3,Tue,1,,25.0,0.0,0.09,11.4,
2018-12-05,12,5,2018,49,4,Wed,1,George H. W. Bush Memorial Day,23.8,0.0,0.11,11.5,
2018-12-06,12,6,2018,49,5,Thu,1,,26.7,0.02,1.85,22.9,
2018-12-07,12,7,2018,49,6,Fri,1,,22.5,0.0,1.49,13.9,
2018-12-08,12,8,2018,49,7,Sat,2,,21.3,0.0,0.21,12.6,
