,Full_Date,Month,Day,Year,Week Number,Day of Week,Day.1,Count
1069,2014-12-05,12,5,2014,49,6,Fri,1
1070,2014-12-06,12,6,2014,49,7,Sat,1
1071,2014-12-07,12,7,2014,50,1,Sun,1
1072,2014-12-08,12,8,2014,50,2,Mon,2
1073,2014-12-09,12,9,2014,50,3,Tue,2
1074,2014-12-10,12,10,2014,50,4,Wed,2
1075,2014-12-11,12,11,2014,50,5,Thu,2
1076,2014-12-12,12,12,2014,50,6,Fri,2
1077,2014-12-13,12,13,2014,50,7,Sat,2
1078,2014-12-14,12,14,2014,51,1,Sun,2
1079,2014-12-15,12,15,2014,51,2,Mon,3
1080,2014-12-16,12,16,2014,51,3,Tue,3
1081,2014-12-17,12,17,2014,51,4,Wed,3
1082,2014-12-18,12,18,2014,51,5,Thu,3
1083,2014-12-19,12,19,2014,51,6,Fri,3
1084,2014-12-20,12,20,2014,51,7,Sat,3
1085,2014-12-21,12,21,2014,52,1,Sun,3
1086,2014-12-22,12,22,2014,52,2,Mon,4
1087,2014-12-23,12,23,2014,52,3,Tue,4
1088,2014-12-24,12,24,2014,52,4,Wed,4
1089,2014-12-25,12,25,2014,52,5,Thu,4
1090,2014-12-26,12,26,2014,52,6,Fri,4
1091,2014-12-27,12,27,2014,52,7,Sat,4
1092,2014-12-28,12,28,2014,53,1,Sun,4
1093,2014-12-29,12,29,2014,53,2,Mon,5
1094,2014-12-30,12,30,2014,53,3,Tue,5
1095,2014-12-31,12,31,2014,53,4,Wed,5
1096,2015-01-01,1,1,2015,1,5,Thu,1
1097,2015-01-02,1,2,2015,1,6,Fri,1
1098,2015-01-03,1,3,2015,1,7,Sat,1
1099,2015-01-04,1,4,2015,2,1,Sun,1
1100,2015-01-05,1,5,2015,2,2,Mon,1
1101,2015-01-06,1,6,2015,2,3,Tue,1
1102,2015-01-07,1,7,2015,2,4,Wed,1
1103,2015-01-08,1,8,2015,2,5,Thu,2
1104,2015-01-09,1,9,2015,2,6,Fri,2
1105,2015-01-10,1,10,2015,2,7,Sat,2
1106,2015-01-11,1,11,2015,3,1,Sun,2
1107,2015-01-12,1,12,2015,3,2,Mon,2
1108,2015-01-13,1,13,2015,3,3,Tue,2
1109,2015-01-14,1,14,2015,3,4,Wed,2
1110,2015-01-15,1,15,2015,3,5,Thu,3
1111,2015-01-16,1,16,2015,3,6,Fri,3
1112,2015-01-17,1,17,2015,3,7,Sat,3
1113,2015-01-18,1,18,2015,4,1,Sun,3
1114,2015-01-19,1,19,2015,4,2,Mon,3
1115,2015-01-20,1,20,2015,4,3,Tue,3
1116,2015-01-21,1,21,2015,4,4,Wed,3
1117,2015-01-22,1,22,2015,4,5,Thu,4
1118,2015-01-23,1,23,2015,4,6,Fri,4
1119,2015-01-24,1,24,2015,4,7,Sat,4
1120,2015-01-25,1,25,2015,5,1,Sun,4
1121,2015-01-26,1,26,2015,5,2,Mon,4
1122,2015-01-27,1,27,2015,5,3,Tue,4
1123,2015-01-28,1,28,2015,5,4,Wed,4
1124,2015-01-29,1,29,2015,5,5,Thu,5
1125,2015-01-30,1,30,2015,5,6,Fri,5
1126,2015-01-31,1,31,2015,5,7,Sat,5
1127,2015-02-01,2,1,2015,6,1,Sun,1
1128,2015-02-02,2,2,2015,6,2,Mon,1
1129,2015-02-03,2,3,2015,6,3,Tue,1
1130,2015-02-04,2,4,2015,6,4,Wed,1
1131,2015-02-05,2,5,2015,6,5,Thu,1
1132,2015-02-06,2,6,2015,6,6,Fri,1
1133,2015-02-07,2,7,2015,6,7,Sat,1
1134,2015-02-08,2,8,2015,7,1,Sun,2
1135,2015-02-09,2,9,2015,7,2,Mon,2
1136,2015-02-10,2,10,2015,7,3,Tue,2
1137,2015-02-11,2,11,2015,7,4,Wed,2
1138,2015-02-12,2,12,2015,7,5,Thu,2
1139,2015-02-13,2,13,2015,7,6,Fri,2
1140,2015-02-14,2,14,2015,7,7,Sat,2
1141,2015-02-15,2,15,2015,8,1,Sun,3
1142,2015-02-16,2,16,2015,8,2,Mon,3
1143,2015-02-17,2,17,2015,8,3,Tue,3
1144,2015-02-18,2,18,2015,8,4,Wed,3
1145,2015-02-19,2,19,2015,8,5,Thu,3
1146,2015-02-20,2,20,2015,8,6,Fri,3
1147,2015-02-21,2,21,2015,8,7,Sat,3
1148,2015-02-22,2,22,2015,9,1,Sun,4
1149,2015-02-23,2,23,2015,9,2,Mon,4
1150,2015-02-24,2,24,2015,9,3,Tue,4
1151,2015-02-25,2,25,2015,9,4,Wed,4
1152,2015-02-26,2,26,2015,9,5,Thu,4
1153,2015-02-27,2,27,2015,9,6,Fri,4
1154,2015-02-28,2,28,2015,9,7,Sat,4
1155,2015-03-01,3,1,2015,10,1,Sun,1
1156,2015-03-02,3,2,2015,10,2,Mon,1
1157,2015-03-03,3,3,2015,10,3,Tue,1
1158,2015-03-04,3,4,2015,10,4,Wed,1
1159,2015-03-05,3,5,2015,10,5,Thu,1
1160,2015-03-06,3,6,2015,10,6,Fri,1
1161,2015-03-07,3,7,2015,10,7,Sat,1
1162,2015-03-08,3,8,2015,11,1,Sun,2
1163,2015-03-09,3,9,2015,11,2,Mon,2
1164,2015-03-10,3,10,2015,11,3,Tue,2
1165,2015-03-11,3,11,2015,11,4,Wed,2
1166,2015-03-12,3,12,2015,11,5,Thu,2
1167,2015-03-13,3,13,2015,11,6,Fri,2
1168,2015-03-14,3,14,2015,11,7,Sat,2
1169,2015-03-15,3,15,2015,12,1,Sun,3
1170,2015-03-16,3,16,2015,12,2,Mon,3
1171,2015-03-17,3,17,2015,12,3,Tue,3
1172,2015-03-18,3,18,2015,12,4,Wed,3
1173,2015-03-19,3,19,2015,12,5,Thu,3
1174,2015-03-20,3,20,2015,12,6,Fri,3
1175,2015-03-21,3,21,2015,12,7,Sat,3
1176,2015-03-22,3,22,2015,13,1,Sun,4
1177,2015-03-23,3,23,2015,13,2,Mon,4
1178,2015-03-24,3,24,2015,13,3,Tue,4
1179,2015-03-25,3,25,2015,13,4,Wed,4
1180,2015-03-26,3,26,2015,13,5,Thu,4
1181,2015-03-27,3,27,2015,13,6,Fri,4
1182,2015-03-28,3,28,2015,13,7,Sat,4
1183,2015-03-29,3,29,2015,14,1,Sun,5
1184,2015-03-30,3,30,2015,14,2,Mon,5
1185,2015-03-31,3,31,2015,14,3,Tue,5
1186,2015-04-01,4,1,2015,14,4,Wed,1
1187,2015-04-02,4,2,2015,14,5,Thu,1
1188,2015-04-03,4,3,2015,14,6,Fri,1
1189,2015-04-04,4,4,2015,14,7,Sat,1
1190,2015-04-05,4,5,2015,15,1,Sun,1
1191,2015-04-06,4,6,2015,15,2,Mon,1
1192,2015-04-07,4,7,2015,15,3,Tue,1
1193,2015-04-08,4,8,2015,15,4,Wed,2
1194,2015-04-09,4,9,2015,15,5,Thu,2
1195,2015-04-10,4,10,2015,15,6,Fri,2
1196,2015-04-11,4,11,2015,15,7,Sat,2
1197,2015-04-12,4,12,2015,16,1,Sun,2
1198,2015-04-13,4,13,2015,16,2,Mon,2
1199,2015-04-14,4,14,2015,16,3,Tue,2
1200,2015-04-15,4,15,2015,16,4,Wed,3
1201,2015-04-16,4,16,2015,16,5,Thu,3
1202,2015-04-17,4,17,2015,16,6,Fri,3
1203,2015-04-18,4,18,2015,16,7,Sat,3
1204,2015-04-19,4,19,2015,17,1,Sun,3
1205,2015-04-20,4,20,2015,17,2,Mon,3
1206,2015-04-21,4,21,2015,17,3,Tue,3
1207,2015-04-22,4,22,2015,17,4,Wed,4
1208,2015-04-23,4,23,2015,17,5,Thu,4
1209,2015-04-24,4,24,2015,17,6,Fri,4
1210,2015-04-25,4,25,2015,17,7,Sat,4
1211,2015-04-26,4,26,2015,18,1,Sun,4
1212,2015-04-27,4,27,2015,18,2,Mon,4
1213,2015-04-28,4,28,2015,18,3,Tue,4
1214,2015-04-29,4,29,2015,18,4,Wed,5
1215,2015-04-30,4,30,2015,18,5,Thu,5
1216,2015-05-01,5,1,2015,18,6,Fri,1
1217,2015-05-02,5,2,2015,18,7,Sat,1
1218,2015-05-03,5,3,2015,19,1,Sun,1
1219,2015-05-04,5,4,2015,19,2,Mon,1
1220,2015-05-05,5,5,2015,19,3,Tue,1
1221,2015-05-06,5,6,2015,19,4,Wed,1
1222,2015-05-07,5,7,2015,19,5,Thu,1
1223,2015-05-08,5,8,2015,19,6,Fri,2
1224,2015-05-09,5,9,2015,19,7,Sat,2
1225,2015-05-10,5,10,2015,20,1,Sun,2
1226,2015-05-11,5,11,2015,20,2,Mon,2
1227,2015-05-12,5,12,2015,20,3,Tue,2
1228,2015-05-13,5,13,2015,20,4,Wed,2
1229,2015-05-14,5,14,2015,20,5,Thu,2
1230,2015-05-15,5,15,2015,20,6,Fri,3
1231,2015-05-16,5,16,2015,20,7,Sat,3
1232,2015-05-17,5,17,2015,21,1,Sun,3
1233,2015-05-18,5,18,2015,21,2,Mon,3
1234,2015-05-19,5,19,2015,21,3,Tue,3
1235,2015-05-20,5,20,2015,21,4,Wed,3
1236,2015-05-21,5,21,2015,21,5,Thu,3
1237,2015-05-22,5,22,2015,21,6,Fri,4
1238,2015-05-23,5,23,2015,21,7,Sat,4
1239,2015-05-24,5,24,2015,22,1,Sun,4
1240,2015-05-25,5,25,2015,22,2,Mon,4
1241,2015-05-26,5,26,2015,22,3,Tue,4
1242,2015-05-27,5,27,2015,22,4,Wed,4
1243,2015-05-28,5,28,2015,22,5,Thu,4
1244,2015-05-29,5,29,2015,22,6,Fri,5
1245,2015-05-30,5,30,2015,22,7,Sat,5
1246,2015-05-31,5,31,2015,23,1,Sun,5
1247,2015-06-01,6,1,2015,23,2,Mon,1
1248,2015-06-02,6,2,2015,23,3,Tue,1
1249,2015-06-03,6,3,2015,23,4,Wed,1
1250,2015-06-04,6,4,2015,23,5,Thu,1
1251,2015-06-05,6,5,2015,23,6,Fri,1
1252,2015-06-06,6,6,2015,23,7,Sat,1
1253,2015-06-07,6,7,2015,24,1,Sun,1
1254,2015-06-08,6,8,2015,24,2,Mon,2
1255,2015-06-09,6,9,2015,24,3,Tue,2
1256,2015-06-10,6,10,2015,24,4,Wed,2
1257,2015-06-11,6,11,2015,24,5,Thu,2
1258,2015-06-12,6,12,2015,24,6,Fri,2
1259,2015-06-13,6,13,2015,24,7,Sat,2
1260,2015-06-14,6,14,2015,25,1,Sun,2
1261,2015-06-15,6,15,2015,25,2,Mon,3
1262,2015-06-16,6,16,2015,25,3,Tue,3
1263,2015-06-17,6,17,2015,25,4,Wed,3
1264,2015-06-18,6,18,2015,25,5,Thu,3
1265,2015-06-19,6,19,2015,25,6,Fri,3
1266,2015-06-20,6,20,2015,25,7,Sat,3
1267,2015-06-21,6,21,2015,26,1,Sun,3
1268,2015-06-22,6,22,2015,26,2,Mon,4
1269,2015-06-23,6,23,2015,26,3,Tue,4
1270,2015-06-24,6,24,2015,26,4,Wed,4
1271,2015-06-25,6,25,2015,26,5,Thu,4
1272,2015-06-26,6,26,2015,26,6,Fri,4
1273,2015-06-27,6,27,2015,26,7,Sat,4
1274,2015-06-28,6,28,2015,27,1,Sun,4
1275,2015-06-29,6,29,2015,27,2,Mon,5
1276,2015-06-30,6,30,2015,27,3,Tue,5
1277,2015-07-01,7,1,2015,27,4,Wed,1
1278,2015-07-02,7,2,2015,27,5,Thu,1
1279,2015-07-03,7,3,2015,27,6,Fri,1
1280,2015-07-04,7,4,2015,27,7,Sat,1
1281,2015-07-05,7,5,2015,28,1,Sun,1
1282,2015-07-06,7,6,2015,28,2,Mon,1
1283,2015-07-07,7,7,2015,28,3,Tue,1
1284,2015-07-08,7,8,2015,28,4,Wed,2
1285,2015-07-09,7,9,2015,28,5,Thu,2
1286,2015-07-10,7,10,2015,28,6,Fri,2
1287,2015-07-11,7,11,2015,28,7,Sat,2
1288,2015-07-12,7,12,2015,29,1,Sun,2
1289,2015-07-13,7,13,2015,29,2,Mon,2
1290,2015-07-14,7,14,2015,29,3,Tue,2
1291,2015-07-15,7,15,2015,29,4,Wed,3
1292,2015-07-16,7,16,2015,29,5,Thu,3
1293,2015-07-17,7,17,2015,29,6,Fri,3
1294,2015-07-18,7,18,2015,29,7,Sat,3
1295,2015-07-19,7,19,2015,30,1,Sun,3
1296,2015-07-20,7,20,2015,30,2,Mon,3
1297,2015-07-21,7,21,2015,30,3,Tue,3
1298,2015-07-22,7,22,2015,30,4,Wed,4
1299,2015-07-23,7,23,2015,30,5,Thu,4
1300,2015-07-24,7,24,2015,30,6,Fri,4
1301,2015-07-25,7,25,2015,30,7,Sat,4
1302,2015-07-26,7,26,2015,31,1,Sun,4
1303,2015-07-27,7,27,2015,31,2,Mon,4
1304,2015-07-28,7,28,2015,31,3,Tue,4
1305,2015-07-29,7,29,2015,31,4,Wed,5
1306,2015-07-30,7,30,2015,31,5,Thu,5
1307,2015-07-31,7,31,2015,31,6,Fri,5
1308,2015-08-01,8,1,2015,31,7,Sat,1
1309,2015-08-02,8,2,2015,32,1,Sun,1
1310,2015-08-03,8,3,2015,32,2,Mon,1
1311,2015-08-04,8,4,2015,32,3,Tue,1
1312,2015-08-05,8,5,2015,32,4,Wed,1
1313,2015-08-06,8,6,2015,32,5,Thu,1
1314,2015-08-07,8,7,2015,32,6,Fri,1
1315,2015-08-08,8,8,2015,32,7,Sat,2
1316,2015-08-09,8,9,2015,33,1,Sun,2
1317,2015-08-10,8,10,2015,33,2,Mon,2
1318,2015-08-11,8,11,2015,33,3,Tue,2
1319,2015-08-12,8,12,2015,33,4,Wed,2
1320,2015-08-13,8,13,2015,33,5,Thu,2
1321,2015-08-14,8,14,2015,33,6,Fri,2
1322,2015-08-15,8,15,2015,33,7,Sat,3
1323,2015-08-16,8,16,2015,34,1,Sun,3
1324,2015-08-17,8,17,2015,34,2,Mon,3
1325,2015-08-18,8,18,2015,34,3,Tue,3
1326,2015-08-19,8,19,2015,34,4,Wed,3
1327,2015-08-20,8,20,2015,34,5,Thu,3
1328,2015-08-21,8,21,2015,34,6,Fri,3
1329,2015-08-22,8,22,2015,34,7,Sat,4
1330,2015-08-23,8,23,2015,35,1,Sun,4
1331,2015-08-24,8,24,2015,35,2,Mon,4
1332,2015-08-25,8,25,2015,35,3,Tue,4
1333,2015-08-26,8,26,2015,35,4,Wed,4
1334,2015-08-27,8,27,2015,35,5,Thu,4
1335,2015-08-28,8,28,2015,35,6,Fri,4
1336,2015-08-29,8,29,2015,35,7,Sat,5
1337,2015-08-30,8,30,2015,36,1,Sun,5
1338,2015-08-31,8,31,2015,36,2,Mon,5
1339,2015-09-01,9,1,2015,36,3,Tue,1
1340,2015-09-02,9,2,2015,36,4,Wed,1
1341,2015-09-03,9,3,2015,36,5,Thu,1
1342,2015-09-04,9,4,2015,36,6,Fri,1
1343,2015-09-05,9,5,2015,36,7,Sat,1
1344,2015-09-06,9,6,2015,37,1,Sun,1
1345,2015-09-07,9,7,2015,37,2,Mon,1
1346,2015-09-08,9,8,2015,37,3,Tue,2
1347,2015-09-09,9,9,2015,37,4,Wed,2
1348,2015-09-10,9,10,2015,37,5,Thu,2
1349,2015-09-11,9,11,2015,37,6,Fri,2
1350,2015-09-12,9,12,2015,37,7,Sat,2
1351,2015-09-13,9,13,2015,38,1,Sun,2
1352,2015-09-14,9,14,2015,38,2,Mon,2
1353,2015-09-15,9,15,2015,38,3,Tue,3
1354,2015-09-16,9,16,2015,38,4,Wed,3
1355,2015-09-17,9,17,2015,38,5,Thu,3
1356,2015-09-18,9,18,2015,38,6,Fri,3
1357,2015-09-19,9,19,2015,38,7,Sat,3
1358,2015-09-20,9,20,2015,39,1,Sun,3
1359,2015-09-21,9,21,2015,39,2,Mon,3
1360,2015-09-22,9,22,2015,39,3,Tue,4
1361,2015-09-23,9,23,2015,39,4,Wed,4
1362,2015-09-24,9,24,2015,39,5,Thu,4
1363,2015-09-25,9,25,2015,39,6,Fri,4
1364,2015-09-26,9,26,2015,39,7,Sat,4
1365,2015-09-27,9,27,2015,40,1,Sun,4
1366,2015-09-28,9,28,2015,40,2,Mon,4
1367,2015-09-29,9,29,2015,40,3,Tue,5
1368,2015-09-30,9,30,2015,40,4,Wed,5
1369,2015-10-01,10,1,2015,40,5,Thu,1
1370,2015-10-02,10,2,2015,40,6,Fri,1
1371,2015-10-03,10,3,2015,40,7,Sat,1
1372,2015-10-04,10,4,2015,41,1,Sun,1
1373,2015-10-05,10,5,2015,41,2,Mon,1
1374,2015-10-06,10,6,2015,41,3,Tue,1
1375,2015-10-07,10,7,2015,41,4,Wed,1
1376,2015-10-08,10,8,2015,41,5,Thu,2
1377,2015-10-09,10,9,2015,41,6,Fri,2
1378,2015-10-10,10,10,2015,41,7,Sat,2
1379,2015-10-11,10,11,2015,42,1,Sun,2
1380,2015-10-12,10,12,2015,42,2,Mon,2
1381,2015-10-13,10,13,2015,42,3,Tue,2
1382,2015-10-14,10,14,2015,42,4,Wed,2
1383,2015-10-15,10,15,2015,42,5,Thu,3
1384,2015-10-16,10,16,2015,42,6,Fri,3
1385,2015-10-17,10,17,2015,42,7,Sat,3
1386,2015-10-18,10,18,2015,43,1,Sun,3
1387,2015-10-19,10,19,2015,43,2,Mon,3
1388,2015-10-20,10,20,2015,43,3,Tue,3
1389,2015-10-21,10,21,2015,43,4,Wed,3
1390,2015-10-22,10,22,2015,43,5,Thu,4
1391,2015-10-23,10,23,2015,43,6,Fri,4
1392,2015-10-24,10,24,2015,43,7,Sat,4
1393,2015-10-25,10,25,2015,44,1,Sun,4
1394,2015-10-26,10,26,2015,44,2,Mon,4
1395,2015-10-27,10,27,2015,44,3,Tue,4
1396,2015-10-28,10,28,2015,44,4,Wed,4
1397,2015-10-29,10,29,2015,44,5,Thu,5
1398,2015-10-30,10,30,2015,44,6,Fri,5
1399,2015-10-31,10,31,2015,44,7,Sat,5
1400,2015-11-01,11,1,2015,45,1,Sun,1
1401,2015-11-02,11,2,2015,45,2,Mon,1
1402,2015-11-03,11,3,2015,45,3,Tue,1
1403,2015-11-04,11,4,2015,45,4,Wed,1
1404,2015-11-05,11,5,2015,45,5,Thu,1
1405,2015-11-06,11,6,2015,45,6,Fri,1
1406,2015-11-07,11,7,2015,45,7,Sat,1
1407,2015-11-08,11,8,2015,46,1,Sun,2
1408,2015-11-09,11,9,2015,46,2,Mon,2
1409,2015-11-10,11,10,2015,46,3,Tue,2
1410,2015-11-11,11,11,2015,46,4,Wed,2
1411,2015-11-12,11,12,2015,46,5,Thu,2
1412,2015-11-13,11,13,2015,46,6,Fri,2
1413,2015-11-14,11,14,2015,46,7,Sat,2
1414,2015-11-15,11,15,2015,47,1,Sun,3
1415,2015-11-16,11,16,2015,47,2,Mon,3
1416,2015-11-17,11,17,2015,47,3,Tue,3
1417,2015-11-18,11,18,2015,47,4,Wed,3
1418,2015-11-19,11,19,2015,47,5,Thu,3
1419,2015-11-20,11,20,2015,47,6,Fri,3
1420,2015-11-21,11,21,2015,47,7,Sat,3
1421,2015-11-22,11,22,2015,48,1,Sun,4
1422,2015-11-23,11,23,2015,48,2,Mon,4
1423,2015-11-24,11,24,2015,48,3,Tue,4
1424,2015-11-25,11,25,2015,48,4,Wed,4
1425,2015-11-26,11,26,2015,48,5,Thu,4
1426,2015-11-27,11,27,2015,48,6,Fri,4
1427,2015-11-28,11,28,2015,48,7,Sat,4
1428,2015-11-29,11,29,2015,49,1,Sun,5
1429,2015-11-30,11,30,2015,49,2,Mon,5
1430,2015-12-01,12,1,2015,49,3,Tue,1
1431,2015-12-02,12,2,2015,49,4,Wed,1
1432,2015-12-03,12,3,2015,49,5,Thu,1
1433,2015-12-04,12,4,2015,49,6,Fri,1
1434,2015-12-05,12,5,2015,49,7,Sat,1
1435,2015-12-06,12,6,2015,50,1,Sun,1
1436,2015-12-07,12,7,2015,50,2,Mon,1
1437,2015-12-08,12,8,2015,50,3,Tue,2
1438,2015-12-09,12,9,2015,50,4,Wed,2
1439,2015-12-10,12,10,2015,50,5,Thu,2
1440,2015-12-11,12,11,2015,50,6,Fri,2
1441,2015-12-12,12,12,2015,50,7,Sat,2
1442,2015-12-13,12,13,2015,51,1,Sun,2
1443,2015-12-14,12,14,2015,51,2,Mon,2
1444,2015-12-15,12,15,2015,51,3,Tue,3
1445,2015-12-16,12,16,2015,51,4,Wed,3
1446,2015-12-17,12,17,2015,51,5,Thu,3
1447,2015-12-18,12,18,2015,51,6,Fri,3
1448,2015-12-19,12,19,2015,51,7,Sat,3
1449,2015-12-20,12,20,2015,52,1,Sun,3
1450,2015-12-21,12,21,2015,52,2,Mon,3
1451,2015-12-22,12,22,2015,52,3,Tue,4
1452,2015-12-23,12,23,2015,52,4,Wed,4
1453,2015-12-24,12,24,2015,52,5,Thu,4
1454,2015-12-25,12,25,2015,52,6,Fri,4
1455,2015-12-26,12,26,2015,52,7,Sat,4
1456,2015-12-27,12,27,2015,53,1,Sun,4
1457,2015-12-28,12,28,2015,53,2,Mon,4
1458,2015-12-29,12,29,2015,53,3,Tue,5
1459,2015-12-30,12,30,2015,53,4,Wed,5
1460,2015-12-31,12,31,2015,53,5,Thu,5
1461,2016-01-01,1,1,2016,1,6,Fri,1
1462,2016-01-02,1,2,2016,1,7,Sat,1
1463,2016-01-03,1,3,2016,2,1,Sun,1
1464,2016-01-04,1,4,2016,2,2,Mon,1
1465,2016-01-05,1,5,2016,2,3,Tue,1
1466,2016-01-06,1,6,2016,2,4,Wed,1
1467,2016-01-07,1,7,2016,2,5,Thu,1
1468,2016-01-08,1,8,2016,2,6,Fri,2
1469,2016-01-09,1,9,2016,2,7,Sat,2
1470,2016-01-10,1,10,2016,3,1,Sun,2
1471,2016-01-11,1,11,2016,3,2,Mon,2
1472,2016-01-12,1,12,2016,3,3,Tue,2
1473,2016-01-13,1,13,2016,3,4,Wed,2
1474,2016-01-14,1,14,2016,3,5,Thu,2
1475,2016-01-15,1,15,2016,3,6,Fri,3
1476,2016-01-16,1,16,2016,3,7,Sat,3
1477,2016-01-17,1,17,2016,4,1,Sun,3
1478,2016-01-18,1,18,2016,4,2,Mon,3
1479,2016-01-19,1,19,2016,4,3,Tue,3
1480,2016-01-20,1,20,2016,4,4,Wed,3
1481,2016-01-21,1,21,2016,4,5,Thu,3
1482,2016-01-22,1,22,2016,4,6,Fri,4
1483,2016-01-23,1,23,2016,4,7,Sat,4
1484,2016-01-24,1,24,2016,5,1,Sun,4
1485,2016-01-25,1,25,2016,5,2,Mon,4
1486,2016-01-26,1,26,2016,5,3,Tue,4
1487,2016-01-27,1,27,2016,5,4,Wed,4
1488,2016-01-28,1,28,2016,5,5,Thu,4
1489,2016-01-29,1,29,2016,5,6,Fri,5
1490,2016-01-30,1,30,2016,5,7,Sat,5
1491,2016-01-31,1,31,2016,6,1,Sun,5
1492,2016-02-01,2,1,2016,6,2,Mon,1
1493,2016-02-02,2,2,2016,6,3,Tue,1
1494,2016-02-03,2,3,2016,6,4,Wed,1
1495,2016-02-04,2,4,2016,6,5,Thu,1
1496,2016-02-05,2,5,2016,6,6,Fri,1
1497,2016-02-06,2,6,2016,6,7,Sat,1
1498,2016-02-07,2,7,2016,7,1,Sun,1
1499,2016-02-08,2,8,2016,7,2,Mon,2
1500,2016-02-09,2,9,2016,7,3,Tue,2
1501,2016-02-10,2,10,2016,7,4,Wed,2
1502,2016-02-11,2,11,2016,7,5,Thu,2
1503,2016-02-12,2,12,2016,7,6,Fri,2
1504,2016-02-13,2,13,2016,7,7,Sat,2
1505,2016-02-14,2,14,2016,8,1,Sun,2
1506,2016-02-15,2,15,2016,8,2,Mon,3
1507,2016-02-16,2,16,2016,8,3,Tue,3
1508,2016-02-17,2,17,2016,8,4,Wed,3
1509,2016-02-18,2,18,2016,8,5,Thu,3
1510,2016-02-19,2,19,2016,8,6,Fri,3
1511,2016-02-20,2,20,2016,8,7,Sat,3
1512,2016-02-21,2,21,2016,9,1,Sun,3
1513,2016-02-22,2,22,2016,9,2,Mon,4
1514,2016-02-23,2,23,2016,9,3,Tue,4
1515,2016-02-24,2,24,2016,9,4,Wed,4
1516,2016-02-25,2,25,2016,9,5,Thu,4
1517,2016-02-26,2,26,2016,9,6,Fri,4
1518,2016-02-27,2,27,2016,9,7,Sat,4
1519,2016-02-28,2,28,2016,10,1,Sun,4
1520,2016-02-29,2,29,2016,10,2,Mon,5
1521,2016-03-01,3,1,2016,10,3,Tue,1
1522,2016-03-02,3,2,2016,10,4,Wed,1
1523,2016-03-03,3,3,2016,10,5,Thu,1
1524,2016-03-04,3,4,2016,10,6,Fri,1
1525,2016-03-05,3,5,2016,10,7,Sat,1
1526,2016-03-06,3,6,2016,11,1,Sun,1
1527,2016-03-07,3,7,2016,11,2,Mon,1
1528,2016-03-08,3,8,2016,11,3,Tue,2
1529,2016-03-09,3,9,2016,11,4,Wed,2
1530,2016-03-10,3,10,2016,11,5,Thu,2
1531,2016-03-11,3,11,2016,11,6,Fri,2
1532,2016-03-12,3,12,2016,11,7,Sat,2
1533,2016-03-13,3,13,2016,12,1,Sun,2
1534,2016-03-14,3,14,2016,12,2,Mon,2
1535,2016-03-15,3,15,2016,12,3,Tue,3
1536,2016-03-16,3,16,2016,12,4,Wed,3
1537,2016-03-17,3,17,2016,12,5,Thu,3
1538,2016-03-18,3,18,2016,12,6,Fri,3
1539,2016-03-19,3,19,2016,12,7,Sat,3
1540,2016-03-20,3,20,2016,13,1,Sun,3
1541,2016-03-21,3,21,2016,13,2,Mon,3
1542,2016-03-22,3,22,2016,13,3,Tue,4
1543,2016-03-23,3,23,2016,13,4,Wed,4
1544,2016-03-24,3,24,2016,13,5,Thu,4
1545,2016-03-25,3,25,2016,13,6,Fri,4
1546,2016-03-26,3,26,2016,13,7,Sat,4
1547,2016-03-27,3,27,2016,14,1,Sun,4
1548,2016-03-28,3,28,2016,14,2,Mon,4
1549,2016-03-29,3,29,2016,14,3,Tue,5
1550,2016-03-30,3,30,2016,14,4,Wed,5
1551,2016-03-31,3,31,2016,14,5,Thu,5
1552,2016-04-01,4,1,2016,14,6,Fri,1
1553,2016-04-02,4,2,2016,14,7,Sat,1
1554,2016-04-03,4,3,2016,15,1,Sun,1
1555,2016-04-04,4,4,2016,15,2,Mon,1
1556,2016-04-05,4,5,2016,15,3,Tue,1
1557,2016-04-06,4,6,2016,15,4,Wed,1
1558,2016-04-07,4,7,2016,15,5,Thu,1
1559,2016-04-08,4,8,2016,15,6,Fri,2
1560,2016-04-09,4,9,2016,15,7,Sat,2
1561,2016-04-10,4,10,2016,16,1,Sun,2
1562,2016-04-11,4,11,2016,16,2,Mon,2
1563,2016-04-12,4,12,2016,16,3,Tue,2
1564,2016-04-13,4,13,2016,16,4,Wed,2
1565,2016-04-14,4,14,2016,16,5,Thu,2
1566,2016-04-15,4,15,2016,16,6,Fri,3
1567,2016-04-16,4,16,2016,16,7,Sat,3
1568,2016-04-17,4,17,2016,17,1,Sun,3
1569,2016-04-18,4,18,2016,17,2,Mon,3
1570,2016-04-19,4,19,2016,17,3,Tue,3
1571,2016-04-20,4,20,2016,17,4,Wed,3
1572,2016-04-21,4,21,2016,17,5,Thu,3
1573,2016-04-22,4,22,2016,17,6,Fri,4
1574,2016-04-23,4,23,2016,17,7,Sat,4
1575,2016-04-24,4,24,2016,18,1,Sun,4
1576,2016-04-25,4,25,2016,18,2,Mon,4
1577,2016-04-26,4,26,2016,18,3,Tue,4
1578,2016-04-27,4,27,2016,18,4,Wed,4
1579,2016-04-28,4,28,2016,18,5,Thu,4
1580,2016-04-29,4,29,2016,18,6,Fri,5
1581,2016-04-30,4,30,2016,18,7,Sat,5
1582,2016-05-01,5,1,2016,19,1,Sun,1
1583,2016-05-02,5,2,2016,19,2,Mon,1
1584,2016-05-03,5,3,2016,19,3,Tue,1
1585,2016-05-04,5,4,2016,19,4,Wed,1
