"Date","TOTAL_Day_Predict"
2022-05-12,0.371669441461563
2022-05-13,0.373909950256348
2022-05-14,0.00401847250759602
2022-05-15,0.0389815755188465
2022-05-16,0.136986076831818
2022-05-17,0.0205724388360977
2022-05-18,0.0233320891857147
2022-05-19,0.0233320891857147
2022-05-20,0.0254642218351364
2022-05-21,0.0504190735518932
2022-05-22,0.141101434826851
2022-05-23,0.141101434826851
2022-05-24,0.0246878042817116
2022-05-25,0.0158690959215164
